,ECH,EIDO,EPU,EWW,EWZ,INDA,KSA,QAT,UAE,VNM
2020-04-30,0.16097782884853973,0.10590626776135958,0.09532064624808045,0.03245153651149102,0.04711382340041692,0.12194107451156966,0.06853324337517064,0.09373495368936569,0.11752166392276964,0.1925286224034024
2020-05-31,-0.05085417373457024,0.06261514072017493,0.07990500534873801,0.0895114173239,0.10214829393852098,0.016266122229756208,0.04536547891304643,0.008218789158553008,-0.013384487182313998,0.10040158888692141
2020-06-30,0.07522704193187146,0.05020434358413839,0.05888202186633884,0.0034511969512061036,0.0703150806421633,0.05850539838907598,0.0016035377428962327,0.024428337332650374,0.024585257760971313,-0.018977992546494127
2020-07-31,0.08412687877308178,0.04111093008088251,0.07316221872387918,0.020388862073659864,0.13143264857741377,0.10062017484035146,0.02013684143743344,0.052301890257480776,0.034930148128460514,0.019345124168780314
2020-08-31,-0.0721083121424857,0.04642468763005092,0.03212055996467922,0.011681647554076635,-0.08358933707645799,0.04477130680468111,0.07523285154263082,0.041071462191907715,0.03760852343892185,0.07299280895211435
2020-09-30,-0.04970404225126768,-0.11932680272214302,-0.06319463804705361,0.013673664104487449,-0.07243484219714258,0.014684006381026071,0.02874941185990121,0.02458538649212816,-0.0009296169290443634,0.01020405386025347
2020-11-30,0.1251047022174765,0.19037212128704573,0.13993177523259814,0.1876463452729713,0.23790010371529413,0.08603768354093755,0.10346041459779443,0.06247788564634682,0.12053360259319823,0.08276799141665792
2020-12-31,0.12925790692627892,0.08434676043345557,0.04397387028870314,0.07195572201799716,0.12323425147850275,0.10343828686047929,-0.0014724370213566873,0.021594798609898547,0.004059913419061978,0.10043335282442944
2021-01-31,-0.009268324689944762,-0.04141783239837327,-0.010380622603305523,-0.06513136168542766,-0.07769087245499318,-0.02685233574607071,0.001285646591438816,0.010840075313393038,0.10050824785086387,-0.032590020599267744
2021-02-28,0.049448691484894836,0.01781753085331439,0.0801282982389957,0.011694478234752781,-0.06697865800914582,0.048288161034123034,0.031781717801850684,-0.03592487143359413,-0.013552961227432103,0.04018926603681039
2021-03-31,0.09041693877607693,-0.04376357416504317,-0.08308601623107281,0.07796359810976616,0.048589538923092146,0.02802822502859903,0.11792163490861074,0.04616224410189451,0.046057758848009334,0.02840901241500471
2021-04-30,-0.06861304334750928,-0.00961094025175624,-0.06649011887988088,0.03718914004416751,0.06307900795113341,-0.02750107550204106,0.051488856161044705,0.04253063030277082,0.003731275385388866,0.041436409205015456
2021-05-31,-0.0780564394187081,-0.012939215807898696,0.037188609468549405,0.05829299970604063,0.09420700578261432,0.07947336119098969,0.020116573909312985,-0.013054620184213106,0.10483268628587306,0.04403190286537639
2021-06-30,0.0022240934426989156,-0.044438680802845965,-0.10939366162841835,0.0053594865951684945,0.057891671036713443,0.00025317334505858824,0.032495669668746174,-0.0005366036283040998,-0.015439282152546974,0.05640245057777582
2021-07-31,-0.05624571943310397,-0.009368479316211653,-0.07604952370250084,0.02146272745737643,-0.07745429082168986,0.00994353858782615,0.008117876724941686,-0.001585634713060946,0.0007078789885528458,-0.05964406678217071
2021-08-31,0.04497250356203075,0.0582376297898497,0.001117221549615799,0.0426355725406955,-0.026738015784552593,0.08749153307744417,0.03749371847005256,0.04393881752437534,0.05445533847994022,0.010230005018694088
2021-09-30,-0.09027276583140575,0.020225986216690695,-0.01934503348832839,-0.05576209143472155,-0.1173078237867472,0.0018518930462250172,0.013824831784252645,0.027028103480235544,-0.004694956221279245,-0.02430367793286836
2021-11-30,0.031390273480827124,-0.025490925458259484,-0.045969393613465526,-0.06287496765361589,-0.011255053455342612,-0.027027040623863074,-0.0890377565920828,-0.01840563473679302,0.12027038450769201,0.022167642380314545
2021-12-31,-0.05848322703122455,-0.008126026482516258,0.05879657647877057,0.1322467810358665,0.04132793564347148,0.026168106068479524,0.04547832004687624,0.016267756127938737,-0.009122726428536398,0.028715870578543745
2022-01-31,0.1394542416438438,0.009142503697830096,0.11174874725692785,-0.04051381976618329,0.12646971460490275,0.0006544458649904161,0.11347507281784575,0.07770750724174258,0.03465343171548607,-0.06920895910553293
2022-02-28,-0.011022236231831073,0.04961161418507065,0.05800168921552751,0.036869232078929226,0.04016445344874908,-0.046217568817691346,0.02328143571524688,0.035151014354530385,0.04904310296318881,-0.013151315872013902
