,06L.SG,07K.F,0A6X.L,0A7W.L,0HL8.L,0I3G.L,0TD7.L,0U8N.L,1010.SR,1020.SR,17SA.F,29P.F,29P.MU,9IFA.F,ABQK.QA,AESGENER.SN,AGUAS-A.SN,AHCS.QA
2009-07-31,,,,,,,,,,,,,,,,,0.018604701320324546,
2009-08-31,,,,,,,,,,,,,,,,,-0.018264888524674006,
2009-09-30,,,,,,,,,,,,,,,,,0.0361861979873801,
2009-11-30,,,,,,,,,,,,,,,,,-0.016897657494285512,
2009-12-31,,,,,,,,,,,,,,,,,0.018957076840615983,
2010-01-31,,,,,,,,,,,,,,,,,0.04190736625569791,
2010-02-28,,,,,,,,,,,,,,,,,0.013347675793686786,
2010-03-31,,,,,,,,,,,,,,,-0.0009354364528767478,,0.0352421436388366,0.02173913807395822
2010-04-30,,,,,,,,,,-0.10649358673431819,,,,,0.08163251782393299,,0.012978829323052832,-0.02447316068964389
2010-05-31,,,,,,,,,,-0.05813951204103074,,,,,-0.018868104487825166,,0.007338386979278688,-0.20258625045920098
2010-06-30,,,,,,,,,,0.03703723016064542,,,,,0.09615364556040285,,0.0,-0.043243138886704946
2010-07-31,,,,,,,,,,0.008928415198006023,,,,,-0.052631193951426236,,0.05111082671735456,-0.05649761026745892
2010-08-31,,,,,,,,,,-0.04129791658007642,,,,,-0.027777836617609464,,0.03805523082370854,0.11377289403004065
